,abstract,author,screenshot,time,title,url
207,"为做好新型冠状病毒感染的肺炎疫情防控工作,妥善处理好疫情防控期间劳动关系问题,维护职工合法权益,保障企业正常生产经营秩序,促进劳动关系和谐稳定,现就有关问题通知如...",央视财经,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef732753c022bb79acf824cdabb902b298230347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=8336c64ad4d511a053e8f83f4955&newp=8b2a97378bb15af408e29f7b594492695803ed6036d0d601298ffe0cc4241a1a1a3aecbf22281501d6c0796d01ac4d5beaf53076370434f1f689df08d2ecce7e5dd5552f2b&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=af826ce30005c7ca&p1=208,2020-01-24 15:11:00,人社部:企业不得开除因疫情影响上班员工,https://baijiahao.baidu.com/s?id=1656593923584520148&wfr=spider&for=pc
545,"对因受影响导致生产经营困难的,可以通过与职工协商一致采取调整薪酬、轮岗轮休、缩短工时等方式稳定工作岗位,尽量不裁员或者少裁员。符合条件的,可按规定享...",新浪江苏站,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece763104e8c354501c1242bd7a7542488c05f93130a1c1871e3cc767e0d5884803d7a01ad495efdf04070341420c19bce951c8afdc173719f27422b47dc1d5a8943fccd402fc0239150feaf6ea6e0b66dcdba978e9f025cdd25056df6849c2b0503bd64e71440f4d79d5f615e07cced2715f8&p=c0769a47998b52ed08e292795c4f&newp=83759a43d1950ee011be9b7c475692695803ed6036d5d001298ffe0cc4241a1a1a3aecbf22281501d6c0796d01ac4d5beaf53076370434f1f689df08d2ecce7e79c7687d&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=835f80fa009f9010&p1=547,2020-01-24 15:52:00,人社部:企业不得开除因疫情不能正常上班的员工,http://jiangsu.sina.com.cn/news/2020-01-24/detail-iihnzhha4483138.shtml
550,"据人社部官方微信24日消息,因受影响导致生产经营困难的,可以通过与职工协商一致采取调整薪酬、轮岗轮休、缩短工时等方式稳定工作岗位,尽量不裁员或者少裁员。...",中国网,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece7631043903b5a0fdc362bd7a744258fcf1b84642c101a39f4bb50734c19d3c77c6516af3f5ee9ed36742a527debdd9fd40ccabce62d288c2130771e825612a443e99452609c60c655fed919f0cc8425e2abc5a4d44353bb44747e97848a4d7614dd1ff7&p=97759a43d5af18fc57ef8c3e4257&newp=882a93468b882de90ab9c7710f4e92695803ed6339d5c44324b9d71fd325001c1b69e7be2d281a05d0c4786204ad4c59edf63079321766dada9fca458ae7c47564e4616624&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=ef1298e300b60fb0&p1=552,2020-01-24 16:03:00,人社部:受疫情影响 符合条件企业可享受稳岗补贴,http://guoqing.china.com.cn/2020-01/24/content_75646506.htm
564,"在呼吁头部们出手的同时,也需要看到,假使愿意贡献出自己的技术,但能否真正有助于控制,还需要具备一个必要条件,那就是打破相关的数据壁垒。 当前,民航、...",新浪,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2541abda16c65377461ecc79b9f4aaaeacf77388850652c01c61c4c8d04afc94627d620e658eab81991baf62fc5f383c4df220891095932daaad85c061ecd68f41426e3d1d81253004e&p=882a9647d18412a05aa588354250c6&newp=8749c64ad4934eac5aead2381e59c6231615d70e3cdcd6156b82c825d7331b001c3bbfb423271a0ed5cf786702ac495be8fb307635052ba3dda5c91d9fb4c57479&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e8a8422000b450ce&p1=566,2020-01-24 16:08:00,"疫情危急,互联网企业们该亮出“绝活”了",https://tech.sina.com.cn/roll/2020-01-24/doc-iihnzhha4485562.shtml
601,"中新社北京1月24日电 中国人力资源和社会保障部24日发出通知表示,因受影响导致生产经营困难的,可以通过与职工协商一致采取调整薪酬、轮岗轮休、缩短工时等方...",手机凤凰网,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291d27d141cb21d07b6a36a23601420c0c09cdf1688ac925f7ed5782921018307759867f5891e5a996b&p=8b2a971ecdd81fff57ee967e610594&newp=87759a46d4c30bfc57eff8344443cd231615d70e3cd5db1e6b82c825d7331b001c3bbfb423271a01d6c079620baf4a58edf03374330327a3dda5c91d9fb4c57479c2&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=9a959cfb00ae0fe2&p1=603,2020-01-24 16:50:00,"人社部:受疫情影响导致生产困难企业,尽量不裁员或少裁员",http://finance.ifeng.com/c/7tUyLhpjMjy
429,"对因受影响导致生产经营困难的,可以通过与职工协商一致采取调整薪酬、轮岗轮休、缩短工时等方式稳定工作岗位,尽量不裁员或者少裁员。符合条件的,可按规定享...",央视网新闻,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef73276350125bc9ccf8d4fd9b1942a2a8b30347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=9379c64ad4911fff57e8913f5843&newp=8f769a47838801eb08e2917b1e4092695803ed623ed6d601298ffe0cc4241a1a1a3aecbf22281a02d9c17c6402af4e5ee1f63270310834f1f689df08d2ecce7e7ac36770&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=88994c980000fa36&p1=431,2020-01-24 17:20:00,人社部:企业不得开除因疫情不能正常上班的员工,https://baijiahao.baidu.com/s?id=1656600795577684071&wfr=spider&for=pc
543,"厦门日报讯 23日下午,省委常委、厦门市委书记胡昌升,市长庄稼汉调研厦门市口罩生产时,督促尽快恢复产能,保障防控需要。昨日记者分别走进口罩、红外体温计传...",东南网厦门频道,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291d27d141cb20303fdf041266f4277eb8cc8ff1b80e48f282d882523706a84420fd31eb29a1b798777cc1cfea86de6b8f33495abd3d1c8542490155a&p=aa769a4794891ae408e2977c064c9f&newp=8c759a46d4c80ef506be9b7c565581231615d70e3fd5d61f6b82c825d7331b001c3bbfb423271a0fd4c07f6401a94956ecfa3c723c0527a3dda5c91d9fb4c57479c77d6a&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=835f80fa009f9010&p1=545,2020-01-25 09:46:00,厦门企业:防控疫情 我们加班干,http://xm.fjsen.com/2020-01/25/content_30144730.htm
603,"在疫情面前,邮政业肩负起责任,承担起运输医疗物资,为打好防疫战作出应有的贡献。邮政:彰显“国家队”担当 1月24日凌晨,在武汉“封城”限制下,中国邮政集团有限...",国际在线,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef73276320120b19fce8a48d9bb96232b8d30347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=aa759a43dd995bfd0be296244742&newp=9f74c64ad49459ff57eb9f0c155492695803ed6339ddc44324b9d71fd325001c1b69e7be2d281a05d0c4786204ad4c59edf63079321766dada9fca458ae7c47f37&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=9a959cfb00ae0fe2&p1=605,2020-01-25 11:40:00,抗击疫情!邮政、快递企业在行动!,https://baijiahao.baidu.com/s?id=1656670246400626967&wfr=spider&for=pc
216,"企业发展不可借”商机“搞投机,更不可把“非常商机”当作发展战略出发点。 这些天因事出国,国内新型冠状病毒肺炎的疫情信息突然在手机中刷屏,牵挂担忧之中,惟愿我...",财经商报,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef732763c0626b79ccf8e4ddeba94292e8e30347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=9078c54ad6c202dd17fbc7710f4f&newp=882a9544c09f01bc0fa7c7710f5092695803ed633bd5d201298ffe0cc4241a1a1a3aecbf22281a07d7c37d6d03aa4d5fedf03671320634f1f689df08d2ecce7e39d467272756&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=ee12a19500abe325&p1=217,2020-01-25 18:56:00,"疫情时期的商业伦理,与企业的长期价值主义",https://baijiahao.baidu.com/s?id=1656697425545134334&wfr=spider&for=pc
221,"近期,湖北省武汉市等多个地区发生新型冠状病毒感染的肺炎疫情,引起社会高度关注。1月24日,泰康保险集团向武汉市抗击疫情捐赠仪式在武汉市政府举行,作为楚商企业代表,...",北京商报,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945dedaa1ae5bcf23995a8d6d1de5e53c051127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=882a914190904ead1dfcdd205b52&newp=882a9141929157e00be296654a4092695803ed653fd0c44324b9d71fd325001c1b69e7be2d281a05d0c4786204ad4c59edf63079321766dada9fca458ae7c46c7d9e68&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=f3ecd4aa00b5f537&p1=222,2020-01-25 22:21:00,"疫情不容缓,企业总动员丨有捐款上亿,有援助设备,有专业服务好样的!",https://baijiahao.baidu.com/s?id=1656710409446038280&wfr=spider&for=pc
542,"当然,企业也并非万能,很可能因为疫情出现生产经营困难的问题,针对这一可能出现的情况,通知也提到,可与职工协商解决,比如调整薪酬、轮岗轮休、缩短工时等方式。这样做...",闺蜜财经,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef73277330323b19aca894edfbc912f2e8330347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=8b2a971a8b8711a05bef906f134e86&newp=80769a47cc8211a05bef90244b5591231615d70e3fd5d6126b82c825d7331b001c3bbfb423271a0fd4c07f6401a94956ecfa3c723c0527a3dda5c91d9fb4c574799266&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=835f80fa009f9010&p1=544,2020-01-26 12:05:00,"暖心消息!职工受疫情影响停工,企业需支付工资",https://baijiahao.baidu.com/s?id=1656762143036051539&wfr=spider&for=pc
468,"疫情仍在持续蔓延 疫情防治形势日趋严峻 牵动着全国人民的心 高新企业也贡献着自己的一份力量 安科生物 春节假期
    
                    
                百度快照...",澎湃新闻,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece763105392230e54f725668092463d83d35f93130a1d5a3ab4fe66544742809e227006db1d01aab56532611427c39ccc8e49d6bd973c6ad567627f0bf04105a56db8ba4332b62b875a98b868e3ad843384d8d2c4af53&p=9a769a4786cc41aa0ca4cb3f420a&newp=817dc64ad4934eaf5dafca31465292695c02dc3051ddd101298ffe0cc4241a1a1a3aecbb24241502d9c478610abb0f31aba7747d605f76&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=8fa0039f0056fcb7&p1=470,2020-01-26 12:35:00,助力疫情防控 高新企业在行动!,http://www.thepaper.cn/newsDetail_forward_5641947
526,"鄙人不禁为这家企业的做法叫好! 在湖北武汉等地新型冠状病毒感染的肺炎疫情加快蔓延的严峻时刻,政府有关部门已经高速运转,各种力量已经动员起来了,大家都为打赢这场...",李苏章11,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945dedaa1ce6bdfb3495aad5d5dc5253c956127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=b460c90e86cc41a802be9b7c4705&newp=8b2a9715d9c346b91ef1c024580892695803ed6337ddd001298ffe0cc4241a1a1a3aecbf22281a02d9c17c6402af4e5ee1f63270310834f1f689df08d2ecce7e&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=a02a8ad70000f9d9&p1=528,2020-01-26 15:07:00,"防治武汉肺炎疫情,企业有责",https://baijiahao.baidu.com/s?id=1656773594465414217&wfr=spider&for=pc
237,"新型冠状病毒感染的肺炎疫情持续,湖北疫情牵动全国人心。据红星新闻不完全统计,截至1月26日,阿里巴巴、腾讯、飞鹤、蒙牛、伊利等17家互联网和快消企业捐款捐物,为更加...",红星新闻,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef732773d0224b291cb8f49d9b9942f288b30347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=882a954093904ead1a9fd521444b&newp=8b2a971f97d033e91fbd9b7e085192695c02dc3051ddd001298ffe0cc4241a1a1a3aecbb24241502d9c478610abb0f31aba7747d605f76eddadbfa0c9a&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=87c789b900aceac2&p1=238,2020-01-26 17:46:00,"湖北加油!面对疫情,这些企业在行动",https://baijiahao.baidu.com/s?id=1656783678151604551&wfr=spider&for=pc
583,"生产和销售产品,疫情发生后,得锐自动化迅速与意大利OMAL方面取得联系,以空运的方式筹备了充足的库存,可以优先及时供应各制药厂和防护物品生产企业,满足相关企业的阀门...",得锐自动化,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945dedaa13e2bef43099add2d2db5f54ca52127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=8b2a975fcd841aef01bd9b7b0707&newp=9c578f5f85cc43e94ebd9b7b075c92695803ed6636c3864e1290c408d23f061d4862e6b12d281107d2c1796203aa4c5becf63d7723454df6cc8a871d81edd43e&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=eacd084b00b07f46&p1=585,2020-01-26 18:50:00,"武汉疫情,我们阀门企业能做些什么?",https://baijiahao.baidu.com/s?id=1656787660812369523&wfr=spider&for=pc
192,"据悉,捐助的款项将由武汉市新型肺炎防控指挥部作为防控专款使用。在组织应对全行防疫工作的同时,招行还尽全力在春节长假期间为防控、应急医疗物资采购和...",新浪,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291d27d141cb21d07b6a36a23601420c0da93d419cabbe57972d73034074dda5c578c04afc94627d620e658eab81991baf42fc5f383c4df220891095932d3aad25e0612cc6afa1526e3d1d81253004e&p=8b2a975b969c11a05bee9e37134d9c&newp=882a9646dcd819e700be9b7c4e4ecc231615d70e37d1d501298ffe0cc4241a1a1a3aecbf22281b03d6c67f6707af435ae0fa3679310434f1f689df08d2ecce7e34d06f6c&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e898e53e00598f3d&p1=193,2020-01-26 19:02:00,"疫情不容缓,企业总动员(二)",http://finance.sina.com.cn/wm/2020-01-26/doc-iihnzahk6444783.shtml
441,"凤凰网财经讯 新型冠状病毒肺炎牵动着全国人民的心。一方有难,八方支援。虽然尚在春节假期,越来越多的加入了支援队伍中,凤凰网财经根据公开信息整理了...",手机凤凰网,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291d27d141cb21d07b6a36a23601420c0c09cdf1688ac925f7ed578292101830779b24af0b1446f9d71&p=8277c64ad4d850bc1cbd9b790b47&newp=9970c54ad1c505b518be9b7c1b4c92695803ed653ed6c44324b9d71fd325001c1b69e7be2d281a05d0c4786204ad4c59edf63079321766dada9fca458ae7c46c35c8&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=dc834205005438a5&p1=443,2020-01-26 19:36:00,抗击疫情 企业在行动!各界企业捐款超过65亿元(附表),http://finance.ifeng.com/c/7tYSamH0xnc
467,"中共中央总书记、国家主席、中央军委主席习近平作出重要指示,强调要把人民群众生命安全和身体健康放在第一位 坚决遏制蔓延势头。  面对的严峻挑战,各大也...",人民网财经频道,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291d27d141cb21d07b6a36a23601420c0d99fd50883ec852858d97a6b671cf1104ece6cdfd64c25c2278d5ce8ac1eedb8ed&p=8b2a9737ccdb11a058ead5687f05&newp=8b2a9715d9c346c303f7d625537a92695803ed633cd3d001298ffe0cc4241a1a1a3aecbf22281a07d7c37d6d03aa4d5fedf03671320634f1f689df08d2ecce7e&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=8fa0039f0056fcb7&p1=469,2020-01-26 21:20:00,疫情防控 企业在行动--财经--人民网,http://finance.people.com.cn/GB/8215/431580/
