abstract,author,screenshot,time,title,url
"2月10日,桐乡在确保疫情可控的前提下,分类有序地推进工业企业复工复产,一批企业迎来了复工第一天。 前期,桐乡市发布了《关于全力加强工业企业疫情防控工作的通知》...",浙江新闻,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af1fe7b1f33294acd9d1dd5e58ce53127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=98628e19978512a05abd9b7d084d&newp=ce7bc54ad5c61cfc57efcf62167a92695912c10e39d6c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b557d&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=11,2020-02-11 20:22:00,直击桐乡企业复工首日:疫情严防控 订单生产忙,https://baijiahao.baidu.com/s?id=1658242912509008962&wfr=spider&for=pc
"山东烟台高新区:五大举措应对 支持共渡难关 ---2月10日,山东烟台高新区在贯彻落实烟台市十二条惠企举措帮助应对的基础上,结合区内实际,从强化金融...",新华网客户端,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece763105392230e54f729678b8a522c88c40e84642c101a39fee57a73435acec57e6703b8492ae8f02b71341e71a09cbc8b49ddbc952f248c2631671cf11b548c0dea960673ce37e65afed96df0cbf525e4a5c5d3ae4322ce44717b97868b4d7013&p=8e759a40968812a05afccd6857&newp=84759a40848200f30ebe9b7c5f53d8265f15ed6628818b783b83d309c839074e4765e7b121251707d7ce68216cee1e1ee5a76a24654261ebcd&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=12,2020-02-11 16:54:00,山东烟台高新区:五大举措应对疫情 支持企业共渡难关,http://www.xinhuanet.com/local/2020-02/11/c_1125559637.htm
"他指出,要做细做实各项防控措施,落实安全生产责任,确保防控有序有力、运行安全稳定。 在吉林紫金铜业有限公司,姜治莹与负责人亲切交流,了解生产...",延边广播电视台,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af18ecb9fa3094add7d8d45055c955127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=8b2a9703999857ff57ea8e6845&newp=92759a42a49603fc57efdd295153d8265f15ed6428818b783b83d309c839074e4765e7b121251707d7ce68216cee1e1ee5a76a24455662&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=13,2020-02-11 19:54:00,姜治莹到珲春市调研疫情防控和企业复产复工情况,https://baijiahao.baidu.com/s?id=1658239180517996414&wfr=spider&for=pc
"近日,河北各地在全力保障风险可控的前提下,分类分批推进复工复产,保障经济稳定运行。根据河北省委、省政府安排部署,河北省工信厅制定了《工业防控工作指南...",河北新闻网,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef73c72360520b59ec38d4dd8bc93222b8c30347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=9c6d8d1c85cc43fd08e2957b5853&newp=aa49df0585cc43ff57ec9160545f92695912c10e37d6c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b55&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=14,2020-02-11 19:54:00,"复工复产后,河北工业企业如何防控疫情?一图读懂!",https://baijiahao.baidu.com/s?id=1658234207975753866&wfr=spider&for=pc
"2月4日,市委办公厅、市政府办公厅下发《关于积极应对促进中小微健康发展的若干政策意见》。11日,记者采访获悉,济南高新区管委会已拿出相对应的实施细则,帮助...",闪电新闻,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af1fe7b8f23098acd6d1d45450c951127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=8b2a9701c08707fe08e2957d5654&newp=82759a44d59a12a05ab5de6f5b4892695912c10e3dd4c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5579&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=15,2020-02-11 19:54:00,"应对疫情 促中小微企业健康发展!高新区出台这些亮点措施,请查收!",https://baijiahao.baidu.com/s?id=1658242000906092110&wfr=spider&for=pc
"原标题:刘慧峰:冲击下的黑色产业链避险策略 来源:大宗内参❒.在电炉钢利润收窄和废钢供应受限的背景下,短期电炉钢大幅复产概率不大。高炉端前期...",新浪,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece76310428c3a4a08d1342bd7a7542488c05f93130a1c1871e3cc767e0d5b8e992b2c1cfb0e1aadb0616f6c5f76f086c88a4adfac925e2d883034061f855c448e48b8cb307e9a7fda11aaeb51e7b8f03694afd0c4df231290155a2494b5d61a561bdd19f0034797b1e84d02281baded41728e5d605d9e3436b65089e7&p=c93dd11bce934eae5bb6c7710f5d&newp=8e759a44d59608dd1bbe9b7c160e92695912c10e36d2c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5575fee98b&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=16,2020-02-11 17:54:00,刘慧峰:疫情冲击下的黑色产业链企业避险策略,http://finance.sina.com.cn/money/future/indu/2020-02-11/doc-iimxyqvz2026530.shtml
"1月30日,世界卫生组织(WHO)将新冠肺炎疫情列为“国际关注的突发公共卫生事件”。多方估计,这将对中国企业的海外出口会带来一定程度的影响。而由于中国已成为全球最...",新浪财经,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af19e4bdf13099aed4d0d95f56c059127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=9b34c64ad49811a05eefcf251c41&newp=9b759a43d4880afc57efd626544392695912c10e3ad5c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b556bfc&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=17,2020-02-11 14:54:00,疫情能否影响行业增长趋势?光伏企业这么说,https://baijiahao.baidu.com/s?id=1658221530824149788&wfr=spider&for=pc
"受新型冠状病毒感染的肺炎的影响,部分中小面临生存压力,复工艰难。近日,国家出台一系列政策措施,帮助渡过难关。专家认为,过后,中小的活力不会减弱...",经济日报,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af19ecb9f63094afd1d8d95754cd53127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=b47ad10686cc42ab09a7c7710f47&newp=c2759a46d28950fc57ef8f254a4492695912c10e39d7c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b556aa6&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=18,2020-02-11 16:54:00,"疫情之下,中小企业不会垮",https://baijiahao.baidu.com/s?id=1658229140531941552&wfr=spider&for=pc
"疫情防控、复工复产,企业正面对着前所未有的“双重”考验。2月10日,是无锡重点企业集中开工之日,科技日报记者来到无锡市锡山区江苏红豆集团看到,原先生产服装的智能...",中国科技网,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece763105392230e54f726618e874d24c3933fc239045c1424a1a666654c578fd87c6501ad5e5c9cf2366f34003de6c694ce1d81fd852f5b822330731c825612a458f58d197bd565cd1abfa00e91bae744e7b9a3d6c82358dd53746df1f49c2e0103bc6fe76436&p=8a6dc64ad48c16e74bbd9b7f0651&newp=8434de1ca4904ead43bd9b7f064992695912c10e37d0c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b553b&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=19,2020-02-11 15:54:00,"疫情下,一家纺服企业的“复工”之路",http://www.wokeji.com/app/sunan/2020-02/11/content_866126.shtml
"2月10日,在春节假期结束后的复产复工首日,读创客户端给送出了一份复工大礼——“战服务平台”正式上线。该平台集纳了抗击新冠肺炎以来中央、广...",东方财富网,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af19edbaf33793add8d6d85e55ca57127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=c06ad616d9c11eff57eb96255741&newp=8b2a971784934ea95ab2e6364e0c92695912c10e3ad5c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5572e5&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=fe28722800106b51&p1=20,2020-02-11 16:54:00,“战疫情企业服务平台”上线,https://baijiahao.baidu.com/s?id=1658228217218758426&wfr=spider&for=pc
"新型冠状病毒肺炎疫情发生以来,湖南建行特事特办。截至目前,各项贷款较年初新增157亿元,累计投放900多亿元,有力支持湖南省企业复工复产,为稳经济提供有力金融保障;...",中国经济时报,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af1be0bbf13295acd9d1da5656cd53127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=81769a478d9c1fc308e2947a7f42&newp=c3759a45d2af19f110bfc7710f5192695c02dc3051ddd201298ffe0cc4241a1a1a3aecbb24241502d9c478610abb0f31aba7747d605f76dbc396c018&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=21,2020-02-11 10:54:00,财经问道丨阻击疫情 中国打响金融保卫战,https://baijiahao.baidu.com/s?id=1658205332409070752&wfr=spider&for=pc
"肺炎疫情何时结束尚不明了,对资本市场的影响已实实在在反应出来。 2月3日股市...",华夏时报,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef73c7237092abc98ce894fd9b99728248f30347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=9c769a47c5934eae5bf7cb396140&newp=aa769a47948c59ff57ec9727574b92695912c10e36d2c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5562f883&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=22,2020-02-11 16:54:00,多家公司蹭疫情热点遭“打脸” 永太科技回复问询函“露底” 5涨停...,https://baijiahao.baidu.com/s?id=1658228891437607295&wfr=spider&for=pc
"开栏语:在抗击这场没有硝烟的战斗中,全省投促人亮身份、站排头、当先锋、作表率,凝聚起众志成城、共克时艰的强大力量,给在黔(尤其是湖北)带去了...",天眼新闻,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3af19e0b0f13192add5d5d55457cc55127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=c27fda0485cc43f711bd9b7e0a49&newp=8e3ddd0386cc41a80fabc7710f4f92695912c10e3cd0c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5577f1&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=23,2020-02-11 15:54:00,抗击疫情投促人在行动之四|服务企业“不打烊” 凝心聚力构筑防疫...,https://baijiahao.baidu.com/s?id=1658225831315482644&wfr=spider&for=pc
"2月10日下午,省委常委、市委书记周江勇赴钱塘新区,实地检查防控和复工复产情况,强调要认真贯彻习近平总书记关于坚决打赢防控的人民战争、总体战、阻击战...",中国杭州,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece763105392230e54f7396f8b855d2589d45f93130e1c0371e3cc767e0d579383616703af4b41eaed35712a5060f18ccffc40debb922f249f2040761f8d4310d812aedc46529b66cf04fdea44a7ecff25e5aec5a5ab4322cf44727197f0fa4d7110dd1bf10347e3b1e94f&p=8d3ec64ad48516f309bd9b7b4a&newp=882a9059c09f02ec19be9b7c5f53d8265f15ed673dc3864e1290c408d23f061d4866e0bf2d241703d0c1777347c2080ba8ff612e611f36ebd88bc9&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=24,2020-02-11 14:54:00,周江勇检查企业疫情防控和复工复产工作,http://www.hangzhou.gov.cn/art/2020/2/11/art_812259_41900993.html
"区分不同地方的状况,切实处理好防控和复工复产的关系,在继续加强科学防控的同时,及时协调解决的困难和问题,有序推动复工复产,尽早恢复正常生产...",人民网,http://cache.baidu.com/c?m=9f65cb4a8c8507ed4fece76310578a374203c6282bd7a7572889d116c4735b36163bbcac27554158ce997f7a01ad495ef7f23671341e71b499ca825dddcd932b288224327b16914165895ff09552609c60c655fed919f0cc8425e2abc5a4d44353bb44747e97848a4d7614dd1ff7&p=99648d1495904ead0fbd9b7e0e5e&newp=9b33c64ad48a16ff57ed9712535692695912c10e39d2c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5569e0&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=25,2020-02-11 10:54:00,国家发改委:区分不同地方疫情?有序推动企业复工复产,http://society.people.com.cn/n1/2020/0211/c1008-31581498.html
"中国经济导报讯 赵莉莉 记者林强报道 2月5日,黑龙江省政府出台了《黑龙江省人民政府办公厅关于应对新型冠状病毒感染的肺炎支持中小健康发展的政策意见》,提出...",中国经济导报,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291d27d141cb20c19afe7360566547aa09bbfd91782ac925f7ed43a6a2e5ed05c12d119add64425dc239059e3a81de6adf045d2f4948c81&p=c233c64ad4862dfe08e2927a510c&newp=9b34c64ad4800ab908e2927a4d4192695912c10e3fd5d001298ffe0cc4241a1a1a3aecbb24261a02d4c27f630abb0f31aba7747d605f76f4d0de&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=26,2020-02-11 15:54:00,黑龙江出台14项政策 支持中小微企业应对疫情,http://www.ceh.com.cn/llpd/2020/02/1218563.shtml
"日电 国家税务总局10日在官网发布《关于充分发挥税收职能作用 助力打赢防控阻击战若干措施的通知》,通知明确,要积极调整税收管理措施,帮助受影响的纾困解...",中国新闻网,http://cache.baidu.com/c?m=9f65cb4a8c8507ed19fa950d100b8735420cdb3066848d027fa3c31bc8321c564711b2e6783f5113d2b1273116ae3f5feef73c713c062ab591ce8c4ddcb8922d258230347459d20105d26fee891d739660875aedfb44a7adf144d1ffc696821405c544737a9786ff4d7111dd18fb033192b1e84c022b11ad9b30728f5e&p=93759a42d49e0ae40fbe9b7c4b59&newp=8b2a97538e9559ff57ea96201b4092695912c10e3fd5d401298ffe0cc4241a1a1a3aecbb24261a02d4c27f630abb0f31aba7747d605f76a1c39e90&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=27,2020-02-11 08:54:00,国税总局:积极调整税管措施 助受疫情影响企业纾困解难,https://baijiahao.baidu.com/s?id=1658197808465312788&wfr=spider&for=pc
"上海市科委今天下发关于全力支持科技抗稳发展的通知,全文如下。 为深入贯彻习近平总书记重要指示精神和市委、市政府工作部署,全面落实《上海市全力防控支持...",看看新闻Knews,http://cache.baidu.com/c?m=9d78d513d9d437af4f9be0697c13c011124380122ba6d4020bd5843e93732b465321a3e52878564291846b6672b2540cb9ab6e29645973ea8cc8ff1a8ee0c46f388850652d439b0005d26df49d5124b723945de3ac1fe3bafa3694add3d1d55253ce53127a84b5df1a1715bc2eb24f67b4e68e48110b4dfafa3113bd08&p=c9769a47888403ff57ed9360150c&newp=882a9542829a50fd1efcc7710f4892695912c10e36d4c44324b9d71fd325001c1b69e3b823281603d4c6786c15e9241dbdb239256b5574ee8a9ace5b&user=baidu&fm=sc&query=%D2%DF%C7%E9+%C6%F3%D2%B5&qid=e20978bd002473d1&p1=28,2020-02-10 18:45:00,上海出台16条举措 支持科技企业抗疫情稳发展,https://baijiahao.baidu.com/s?id=1658146286513084262&wfr=spider&for=pc
